questions	answers	labels
請問○○分行的○○○是否有向您說明產品內容，並確認符合您的需求？是否有跟您說明產品的內容幫您確認請問您的需求	什麼意思	0
請問招攬人員是否有提供您一次繳清與分期繳等不同繳費方式選擇？請問江男人員是否提供一次付清還是分期繳不同繳款方式讓您選擇	好	1
請問○○消金中心的○○○是否有向您說明產品內容，並確認符合您的需求？中心的增強先生是否有像您說明產品內容並確認符合您的需求	對好	1
您好！這裡是玉山銀行總行個金處/OO分行/OO消金中心，敝姓O，員工編號OOOOO，請問是○○○先生/小姐本人嗎？您好這裡是玉山銀行實施宵禁中心敝姓管理員工編號是零九三六是鄰居元先生本人嗎	是否會儲蓄存款辦理貸款	0
請問您是否已事先審慎評估自身財務狀況與風險承受能力，並願承擔因財務槓桿操作方式所面臨的風險及辦理保單解約轉投保之權益損失，除辦理貸款或保單借款需支付本金及利息外，還有該產品可能發生之相關風險及最大可能損失，且本行人員並未鼓勵或勸誘以辦理貸款、保單借款、保單解約/保單終止及定存解約之方式購買保險，請問您是否已瞭解？事先審慎評估自身的財務狀況風險承受能力變成單音財務槓桿操作方式所面臨的風險保單轉投保的權利損失處辦理貸款或保單借款支付本金利息外在產品可能發生相關風險其實最大可能損失請問您是否	填寫對對	1
請問○○消金中心的○○○是否有向您說明產品內容，並確認符合您的需求？中心的增強先生是否有像您說明產品內容並確認符合您的需求	有說明	1
您好！這裡是玉山銀行總行個金處/OO分行/OO消金中心，敝姓O，員工編號OOOOO，請問是○○○先生/小姐本人嗎？您好這裡是玉山銀行實施宵禁中心敝姓管理員工編號是零九三六是鄰居元先生本人嗎	不好意思	0
請問招攬人員是否有提供您一次繳清與分期繳等不同繳費方式選擇？請問導覽人員是否提供您躉繳就是一次繳清噢分期繳等不同繳費方式選擇	本人嗎對對	1
請問您是否已事先審慎評估自身財務狀況與風險承受能力，並願承擔因財務槓桿操作方式所面臨的風險及辦理保單解約轉投保之權益損失，除辦理貸款或保單借款需支付本金及利息外，還有該產品可能發生之相關風險及最大可能損失，且本行人員並未鼓勵或勸誘以辦理貸款、保單借款、保單解約/保單終止及定存解約之方式購買保險，請問您是否已瞭解？事先審慎評估自身的財務狀況風險承受能力另外承擔財務槓桿操作方式所面臨的風險保單轉投保的權益損失辦理貸款或保單借款去支付本金利息外產品可能發生相關風險其實最大可能損失請問您是否	對啊	1
請問您投保時，是否皆由○○分行的○○○，在旁邊協助，並由要保人○○○及被保 險人○○○親自簽名，且被保險人之健康告知事項皆由被保險人確認後親自填寫？請問您在淘寶的時候是否都是我們汐止分行的錢重新在旁邊協助比如說被保險人都是五上漆先生你親自簽名那被保險人健康告知事項與您確認後親自填寫	不好意思	0
請問您是否知道本次購買的是○○人壽的保險，不是存款，如果辦理解約將可能只領回部分已繳保費？請問您是否知道本子購買的是中國人壽保險不是存款如果辦理解約將可能領回部份繳費	嗎	0
請問您是否知道本次購買的是○○人壽的保險，不是存款，如果辦理解約將可能只領回部分已繳保費？請問您知道本次購買的中國人壽外幣保險不是存款自行承擔匯率變動的風險車辦理解約將可能只是領回部分保費	可以詳細說明嗎	0
請問您投保時，是否皆由○○分行的○○○，在旁邊協助，並由要保人○○○及被保 險人○○○親自簽名，且被保險人之健康告知事項皆由被保險人確認後親自填寫？請問您投保石油城東分行的林怡辰從旁協助並由您本人親筆簽名嗎對好的那請問呃被保險人健康告知事項也是您本人親自填寫	他那個	0
感謝您近期透過本行投保 ○○人壽○○○，繳費年期為○年/躉繳，依照保險法令的要求，為保障您的權益，稍後電話訪問內容將會全程錄音，請問您同意嗎？還本終身繳費請問四年依據法律的要求保障接下來我們通話內容將會全程錄音	嗎我知道好	1
感謝您近期透過本行投保 ○○人壽○○○，繳費年期為○年/躉繳，依照保險法令的要求，為保障您的權益，稍後電話訪問內容將會全程錄音，請問您同意嗎？還本終身繳費請問四年依據法律的要求保障接下來我們通話內容將會全程錄音	阿	0
請問您是否知道本次購買的是○○人壽的投資型保險，需自行承擔淨值變動的風險， 並無投資方面的保證？請問您是否知道本子購買的這個是安聯收益投資型保險需要自行承擔緊急變動的風險點五投資方面的	先生你好	0
請問您是否已事先審慎評估自身財務狀況與風險承受能力，並願承擔因財務槓桿操作方式所面臨的風險及辦理保單解約轉投保之權益損失，除辦理貸款或保單借款需支付本金及利息外，還有該產品可能發生之相關風險及最大可能損失，且本行人員並未鼓勵或勸誘以辦理貸款、保單借款、保單解約/保單終止及定存解約之方式購買保險，請問您是否已瞭解？請問您是否已事先審慎評估自身的財務狀況風險程式的能力願意承擔財務財務槓桿操作方式所面臨的風險以及辦理保單轉頭以及辦理保單解約轉頭保持權益損失處辦理貸款或保單借款須知複製本金加利息外還有開產品可能發生相關風險最大可能損失小姐本行人員定位鼓勵或確認你用辦理貸款保單借款保單解約保單中午吃定存解約方式購買保險請問是否已經了解	嗎對	1
請問您本次投保繳交保費的資金來源是否為？請問本是保費的資金來源是否為	嗎對	1
請問您投保時，是否皆由○○分行的○○○，在旁邊協助，並由要保人○○○及被保 險人○○○親自簽名，且被保險人之健康告知事項皆由被保險人確認後親自填寫？請問您投保石油城東分行的林怡辰從旁協助並由您本人親筆簽名嗎對好的那請問呃被保險人健康告知事項也是您本人親自填寫	嗎對	1
請問您是否知道本次購買的是○○人壽的保險，不是存款，如果辦理解約將可能只領回部分已繳保費？請問您是否知道本次購買是南山人壽保險不是存款如果辦理解約將可能資料的部份一繳保費	條款嗎	0
請問○○分行的○○○是否有向您說明產品內容，並確認符合您的需求？是否有跟您說明產品的內容幫您確認請問您的需求	保證	0
請問您投保時，是否皆由○○分行的○○○，在旁邊協助，並由要保人○○○及被保 險人○○○親自簽名，且被保險人之健康告知事項皆由被保險人確認後親自填寫？請問您在淘寶的時候是否都是我們汐止分行的錢重新在旁邊協助比如說被保險人都是五上漆先生你親自簽名那被保險人健康告知事項與您確認後親自填寫	需求有有好	1
請問您本次投保繳交保費的資金來源是否為請問一下本次保費的資金來源是否為	是嗎	0
請問您是否知道您所繳的保費會扣除相關費用後（像：保單管理費、保險成本等），才進入投資帳戶？請問您知道說繳保費會扣除相關費用後才進入投資帳戶	先生你好	0
請問您是否已事先審慎評估自身財務狀況與風險承受能力，並願承擔因財務槓桿操作方式所面臨的風險及辦理保單解約轉投保之權益損失，除辦理貸款或保單借款需支付本金及利息外，還有該產品可能發生之相關風險及最大可能損失，且本行人員並未鼓勵或勸誘以辦理貸款、保單借款、保單解約/保單終止及定存解約之方式購買保險，請問您是否已瞭解？事先審慎評估自身的財務狀況風險承受能力變成單音財務槓桿操作方式所面臨的風險保單轉投保的權利損失處辦理貸款或保單借款支付本金利息外在產品可能發生相關風險其實最大可能損失請問您是否	不好意思	0
感謝您近期透過本行投保○○人壽○○○，繳費年期為O年/躉繳，依照保險法令的要求，為保障您的權益，稍後電話訪問內容將會全程錄音，請問您同意嗎？感謝您近期透過本行投保南山人壽幸福安康定期貢獻繳費年紀微蹲叫依照保險法的要求回報張您的權益稍後電話訪問內容將會全程錄音好請問您同意嗎	可以詳細說明嗎	0
